Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,MS GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,MS Satellite Number,Duração da Ignição,Precisão GNSS,MS GNSS Accuracy,Velocidade,Max Speed,Azimuth,MS Azimuth,Altitude,MS Altitude,Latitude,MS Latitude,Longitude,MS Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,MS Mileage,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type,GNSS Signal Status
2025-09-30 07:34:58,2025-09-30 07:34:59,2025-09-30 07:33:20,2025-09-30 07:33:20,867488068351542,745,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,25547,0000,-,00,00,11,8,8,-,01,01,0.0,0.0,82,82,1024,1024,-25.049271,-25.049271,-51.530558,-51.530558,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:00,13:41:14,-,-,0,-,,,,,04,3,00000000,00,10,
2025-09-30 07:35:33,,,,867488068351542,746,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 07:36:41,2025-09-30 07:36:42,2025-09-30 07:33:20,2025-09-30 07:33:20,867488068351542,749,GTIGN,0x19fe7fbf,,802003,0x8303,0x0115,100,25476,0000,0000,01,00,22,8,8,52429,00,01,0.0,0.0,82,82,1024,1024,-25.049271,-25.049271,-51.530558,-51.530558,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:00,13:41:14,-,-,0,-,,,,,,,,,,
2025-09-30 07:36:42,2025-09-30 07:36:42,2025-09-30 07:33:20,2025-09-30 07:33:20,867488068351542,750,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,100,25476,0000,0000,01,00,22,8,8,-,00,00,0.0,0.0,82,82,1024,1024,-25.049271,-25.049271,-51.530558,-51.530558,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:00,13:41:14,-,-,0,-,,,,,,,,,,
2025-09-30 07:36:51,2025-09-30 07:36:52,2025-09-30 07:36:51,2025-09-30 07:36:51,867488068351542,751,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29659,0000,-,01,00,22,8,8,-,01,01,0.0,0.0,82,82,1070,1070,-25.049432,-25.049432,-51.530729,-51.530729,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:09,13:41:23,-,-,0,-,,,,,04,3,00000000,00,10,
2025-09-30 07:36:51,2025-09-30 07:36:52,2025-09-30 07:36:51,2025-09-30 07:36:51,867488068351542,752,GTIGL,0x19fe7fbf,,802003,0x8303,0x0115,100,29659,0000,0000,01,00,22,8,8,-,01,01,0.0,0.0,82,82,1070,1070,-25.049432,-25.049432,-51.530729,-51.530729,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:00:09,13:41:23,-,-,0,-,,,,,,,,,00,
2025-09-30 07:37:34,,,,867488068351542,753,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 07:39:34,,,,867488068351542,755,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 07:39:49,2025-09-30 07:39:50,2025-09-30 07:39:48,2025-09-30 07:39:49,867488068351542,756,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,30333,0000,-,01,00,22,12,12,-,01,01,0.0,0.0,82,82,1070,1070,-25.049432,-25.049432,-51.530729,-51.530729,0724,0004,85da,0f6ad109,0.0,0.0,0.0,0:03:06,13:44:20,-,-,0,-,,,,,04,3,00000000,00,10,
2025-09-30 07:40:44,,,,867488068351542,758,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 07:40:44,,,,867488068351542,759,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 07:40:45,,,,867488068351542,760,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 07:41:35,,,,867488068351542,761,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 07:42:49,2025-09-30 07:42:50,2025-09-30 07:42:48,2025-09-30 07:42:49,867488068351542,763,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,30396,0000,-,01,00,22,12,12,-,01,01,0.0,0.0,82,82,1070,1070,-25.049432,-25.049432,-51.530729,-51.530729,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:06:06,13:47:20,-,-,0,-,,,,,04,3,00000000,00,10,
2025-09-30 07:43:35,,,,867488068351542,764,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 07:45:36,,,,867488068351542,766,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 07:45:49,2025-09-30 07:45:50,2025-09-30 07:45:47,2025-09-30 07:45:48,867488068351542,767,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,30328,0000,-,01,00,22,12,12,-,01,01,0.0,0.0,82,82,1070,1070,-25.049432,-25.049432,-51.530729,-51.530729,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:09:06,13:50:20,-,-,0,-,,,,,04,3,00000000,00,10,
2025-09-30 07:47:36,,,,867488068351542,769,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 07:48:49,2025-09-30 07:48:50,2025-09-30 07:48:48,2025-09-30 07:48:49,867488068351542,771,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,30352,0000,-,01,00,22,12,12,-,01,01,0.0,0.0,82,82,1070,1070,-25.049432,-25.049432,-51.530729,-51.530729,0724,0004,85da,0f6ad10a,0.0,0.0,0.0,0:12:06,13:53:20,-,-,0,-,,,,,04,3,00000000,00,10,
