Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,Tipo Dispositivo,IMEI,Sequência,Tipo Mensagem,Bateria Interna,ERI Mask,Protocol Version,Alimentação Externa,Input Status,Output Status,Motion Status,Duration Ign On,Duration Ign Off,Satélites,Precisão GNSS,MCC,MNC,LAC,Cell ID,Velocidade,Azimuth,Altitude,Latitude,Longitude,Hodômetro Total,Horímetro Total,CSQ RSSI,CSQ BER,RAT,BAND,ICCID,Ext. Pwr Supply,Charging,LED On,Timezone,Daylight Saving,Wave1 Output ID,Wave1 Output Active,BT Report Mask,BT Name,BT MAC Address,Peer Role,Peer Address Type,Driver ID,Login Status,MS GNSS Accuracy,Max Speed,MS Azimuth,MS Altitude,MS Longitude,MS Latitude,MS GNSS UTC Time,MS Satellite Number,MS Mileage,Position Report Type,Prefixo
2025-10-20 10:31:09,2025-10-20 10:31:08,2025-10-20 10:31:04,385349,862689070112179,8806,GTERI,4.19,00008200,698407,14103,81,00,22,,,15,1,0724,0011,C406,06690515,13.3,44,69.3,-9.558912,-35.742558,1538.4,,21,0,2,3,,,,,,,,,,,,,,,,1,49.2,338,88.8,-35.745235,-9.563683,2025-10-20 10:29:00,17,1537.8,10,+RESP:
2025-10-20 10:31:09,2025-10-20 10:31:08,2025-10-20 10:31:04,385349,862689070112179,8806,GTERI,4.19,00008200,698407,14103,81,00,22,,,15,1,0724,0011,C406,06690515,13.3,44,69.3,-9.558912,-35.742558,1538.4,,21,0,2,3,,,,,,,,,,,,,,,,1,49.2,338,88.8,-35.745235,-9.563683,2025-10-20 10:29:00,17,1537.8,10,+RESP:
2025-10-20 10:28:33,2025-10-20 10:28:08,2025-10-20 10:28:04,385349,862689070112179,8804,GTERI,4.19,00008200,698407,14014,81,00,22,,,16,1,0724,0011,C406,06690735,0.0,342,92.7,-9.566187,-35.744185,1537.4,,19,0,2,28,,,,,,,,,,,,,,,,1,69.1,325,96.1,-35.738865,-9.573955,2025-10-20 10:26:01,15,1536.4,10,+RESP:
2025-10-20 10:25:09,2025-10-20 10:25:08,2025-10-20 10:25:03,385349,862689070112179,8801,GTERI,4.19,00008200,698407,14094,81,00,22,,,15,1,0724,0011,C406,0669D615,0.0,332,95.0,-9.580847,-35.735865,1535.5,,25,0,2,3,,,,,,,,,,,,,,,,1,61.4,338,88.9,-35.735563,-9.581587,2025-10-20 10:24:36,14,1535.5,10,+RESP:
2025-10-20 10:22:11,2025-10-20 10:22:10,2025-10-20 10:22:09,385349,862689070112179,8799,GTERI,4.19,00008200,698407,13973,81,00,22,,,14,1,0724,0011,C406,0669D616,8.9,246,94.7,-9.585813,-35.734785,1534.5,,25,0,2,3,,,,,,,,,,,,,,,,1,8.9,246,94.7,-35.734785,-9.585813,2025-10-20 10:22:09,14,1534.5,10,+RESP:
2025-10-20 10:22:02,2025-10-20 10:22:01,2025-10-20 10:02:46,385349,862689070112179,8797,GTIGN,4.19,,698407,12828,81,00,22,,1156,15,1,0724,0011,C406,0669D616,0.0,246,84.1,-9.585827,-35.734718,1534.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:
2025-10-20 10:02:46,2025-10-20 10:02:46,2025-10-20 10:02:46,385349,862689070112179,8796,GTERI,4.19,00008200,698407,12884,80,00,12,,,15,1,0724,0011,C406,0669D616,0.0,246,84.1,-9.585827,-35.734718,1534.5,,29,0,2,3,,,,,,,,,,,,,,,,1,0.0,246,84.1,-35.734718,-9.585827,2025-10-20 10:02:46,15,1534.5,10,+RESP:
2025-10-20 10:02:46,2025-10-20 10:02:45,2025-10-20 10:02:45,385349,862689070112179,8795,GTIGF,4.19,,698407,12909,80,00,12,996,,15,0,0724,0011,C406,0669D616,0.0,246,84.1,-9.585827,-35.734718,1534.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:
2025-10-20 10:01:19,2025-10-20 10:01:18,2025-10-20 10:01:14,385349,862689070112179,8793,GTERI,4.19,00008200,698407,14151,81,00,22,,,15,1,0724,0011,C406,06690733,70.3,158,84.8,-9.581158,-35.735795,1533.9,,27,0,2,28,,,,,,,,,,,,,,,,1,77.5,159,84.1,-35.737075,-9.577840,2025-10-20 10:00:55,15,1533.5,10,+RESP:
2025-10-20 09:58:19,2025-10-20 09:58:18,2025-10-20 09:58:14,385349,862689070112179,8791,GTERI,4.19,00008200,698407,14046,81,00,22,,,13,1,0724,0011,C406,06690516,0.0,142,104.0,-9.567483,-35.743638,1532.1,,21,0,2,3,,,,,,,,,,,,,,,,1,49.8,157,78.9,-35.745460,-9.563147,2025-10-20 09:56:30,15,1531.6,10,+RESP:
2025-10-20 09:55:19,2025-10-20 09:55:18,2025-10-20 09:55:14,385349,862689070112179,8788,GTERI,4.19,00008200,698407,14127,81,00,22,,,15,1,0724,0011,C406,06690517,27.2,233,82.6,-9.561075,-35.744935,1531.3,,23,0,2,3,,,,,,,,,,,,,,,,1,51.6,226,89.1,-35.741740,-9.558110,2025-10-20 09:54:01,15,1530.8,10,+RESP:
2025-10-20 09:52:19,2025-10-20 09:52:18,2025-10-20 09:52:14,385349,862689070112179,8786,GTERI,4.19,00008200,698407,14054,81,00,22,,,14,1,0724,0011,C406,06690515,0.0,224,91.3,-9.554632,-35.738063,1530.2,,16,0,2,3,,,,,,,,,,,,,,,,1,56.4,225,89.7,-35.734143,-9.550830,2025-10-20 09:49:59,14,1529.7,10,+RESP:
2025-10-20 09:49:19,2025-10-20 09:49:18,2025-10-20 09:49:14,385349,862689070112179,8783,GTERI,4.19,00008200,698407,14191,81,00,22,,,14,1,0724,0011,C406,0669D316,53.1,227,81.6,-9.548678,-35.731935,1529.3,,20,0,2,3,,,,,,,,,,,,,,,,1,60.1,226,83.4,-35.728938,-9.545787,2025-10-20 09:48:09,14,1528.9,10,+RESP:
2025-10-20 09:46:20,2025-10-20 09:46:20,2025-10-20 09:46:20,385349,862689070112179,8781,GTERI,4.19,00008200,698407,13982,81,00,22,,,8,1,0724,0011,C406,06690417,3.4,225,120.3,-9.540210,-35.725953,1528.0,,21,0,2,3,,,,,,,,,,,,,,,,1,3.4,225,120.3,-35.725953,-9.540210,2025-10-20 09:46:20,8,1528.0,10,+RESP:
2025-10-20 09:46:10,2025-10-20 09:46:09,2025-10-20 09:14:04,385349,862689070112179,8779,GTIGN,4.19,,698407,12667,81,00,22,,1926,16,1,0724,0011,C406,06690417,0.0,234,88.5,-9.540162,-35.725942,1528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:
2025-10-20 09:14:04,2025-10-20 09:14:04,2025-10-20 09:14:04,385349,862689070112179,8778,GTERI,4.19,00008200,698407,12949,80,00,12,,,16,1,0724,0011,C406,06690417,0.0,234,88.5,-9.540162,-35.725942,1528.0,,23,0,2,3,,,,,,,,,,,,,,,,1,0.0,234,88.5,-35.725942,-9.540162,2025-10-20 09:14:04,16,1528.0,10,+RESP:
2025-10-20 09:14:04,2025-10-20 09:14:03,2025-10-20 09:14:03,385349,862689070112179,8777,GTIGF,4.19,,698407,12957,80,00,12,170,,16,0,0724,0011,C406,06690417,0.0,234,88.5,-9.540162,-35.725942,1528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:
2025-10-20 09:11:24,2025-10-20 09:11:23,2025-10-20 09:11:23,385349,862689070112179,8775,GTERI,4.19,00008200,698407,12489,81,00,22,,,11,1,0724,0011,C406,06690415,2.4,160,92.1,-9.541258,-35.720410,1527.2,,22,0,2,3,,,,,,,,,,,,,,,,1,2.4,160,92.1,-35.720410,-9.541258,2025-10-20 09:11:23,11,1527.2,10,+RESP:
