Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type
2025-04-23 13:52:23,2025-04-23 13:50:11,2025-04-23 13:48:49,8674886147846,522,GTIGN,0x09fe7fbf,,802003,0x0902,0x0915,0,12574,0000,0000,01,00,22,10,7134,00,0.0,00ac,767,-12.097525,-45.771973,0000,0000,0000,00000000,0.0,9.8,0:00:00,0:00:00,-,-,0,-
2025-04-23 13:52:24,2025-04-23 13:51:17,2025-04-23 13:51:17,8674886147846,526,GTPDP,0x09fe7fbf,,802003,0x0902,0x0915,0,12982,0000,0000,01,00,22,12,-,01,27.7,0160,770,-12.097283,-45.773858,0000,0000,0000,00000000,0.3,10.1,0:00:00,0:00:00,-,-,0,-
2025-04-23 13:52:24,2025-04-23 13:50:11,2025-04-23 13:48:49,8674886147846,523,GTSTT,0x09fe7fbf,,802003,0x0902,0x0915,0,12574,0000,0000,01,00,22,10,-,00,0.0,00ac,767,-12.097525,-45.771973,0000,0000,0000,00000000,0.0,9.8,0:00:00,0:00:00,-,-,0,-
2025-04-23 14:03:58,,,,550,HBD
2025-04-23 14:03:59,2025-04-23 14:00:18,2025-04-23 14:00:18,8674886147846,549,GTPDP,0x09fe7fbf,,802003,0x0902,0x0915,3,12789,0000,0000,00,00,11,12,-,01,0.0,0102,769,-12.087316,-45.770719,0000,0000,0000,00000000,5.4,1.5,0:00:00,0:00:00,-,-,0,-
2025-04-23 14:04:00,2025-04-23 13:58:56,2025-04-23 13:58:55,8674886147846,543,GTIGF,0x09fe7fbf,,802003,0x0902,0x0915,14,13936,0000,0000,00,00,12,12,524,01,0.0,0102,769,-12.087316,-45.770719,0724,0002,937b,077ad213,5.4,1.5,0:00:00,0:00:00,-,-,0,-
2025-04-23 14:04:15,
2025-04-23 14:04:15,
2025-04-23 14:04:37,
2025-04-23 14:04:44,,,,553,HBD
2025-04-23 14:04:45,2025-04-23 14:04:03,2025-04-23 14:03:55,8674886147846,551,GTPDP,0x09fe7fbf,,802003,0x0902,0x0915,2,12777,0000,0000,00,00,11,12,-,00,0.0,0102,769,-12.087316,-45.770719,0000,0000,0000,00000000,5.4,1.5,0:00:00,0:00:00,-,-,0,-
2025-04-23 14:04:45,2025-04-23 13:58:56,2025-04-23 13:58:55,8674886147846,544,GTSTT,0x09fe7fbf,,802003,0x0902,0x0915,14,13936,0000,0000,00,00,12,12,-,01,0.0,0102,769,-12.087316,-45.770719,0724,0002,937b,077ad213,5.4,1.5,0:00:00,0:00:00,-,-,0,-
2025-04-23 14:04:46,2025-04-23 13:58:56,2025-04-23 13:58:56,8674886147846,545,GTIGL,0x09fe7fbf,,802003,0x0902,0x0915,14,13936,0000,0000,00,00,12,12,-,01,0.0,0102,769,-12.087316,-45.770719,0724,0002,937b,077ad213,5.4,1.5,0:00:00,0:00:00,-,-,0,-
