Data,Hora,Origem,Payload
2025-04-30 10:06:17,D,2b484244ef2280200309020915564a58060d11530907e9041e0d0611337c466f0d0a
2025-04-30 10:06:17,S,+SACK:GTHBD,8020030902,337c$
2025-04-30 10:08:17,D,2b484244ef2280200309020915564a58060d11530907e9041e0d0811337df4140d0a
2025-04-30 10:08:17,S,+SACK:GTHBD,8020030902,337d$
2025-04-30 10:10:17,D,2b484244ef2280200309020915564a58060d11530907e9041e0d0a11337e291f0d0a
2025-04-30 10:10:17,S,+SACK:GTHBD,8020030902,337e$
2025-04-30 10:12:17,D,2b484244ef2280200309020915564a58060d11530907e9041e0d0c11337f1ea70d0a
2025-04-30 10:12:17,S,+SACK:GTHBD,8020030902,337f$
2025-04-30 10:14:17,D,2b484244ef2280200309020915564a58060d11530907e9041e0d0e113380ed3f0d0a
2025-04-30 10:14:17,S,+SACK:GTHBD,8020030902,3380$
2025-04-30 10:14:24,D,2b4556540d09fe7fbf007380200309020915564a58060d115309643117000000000100210a000023c20100000b030002023bfcf31781fe9c06cd07e9041e0a283b07240006c4a707a71434000000000000026a010000000000002c27040801a2cb522400008807e9041e0d0e19338148160d0a
2025-04-30 10:14:27,S,+SACK:3381$
2025-04-30 10:14:28,D,2b4556540909fe7fbf006780200309020915564a58060d115309643117000000000100210a0100000b030002023bfcf31781fe9c06cd07e9041e0a283b07240006c4a707a71434000000000000026a010000000000002c27040007e9041e0d0e193382199a0d0a
2025-04-30 10:14:28,S,+SACK:3382$
2025-04-30 10:14:39,D,2b5253501209fe3fbf00028102007480200309020915564a58060d11530964377900000100210a1000000004001c000000000100000b030002023bfcf31781fe9c06cd07e9041e0a283b07240006c4a707a71434000000000000026a0100000c0000002c27100007e9041e0d0e2733839b590d0a
2025-04-30 10:14:39,S,+SACK:3383$
2025-04-30 10:14:40,D,2b5253501209fe3fbf00028102007480200309020915564a58060d11530964377900000100210a1000000004001c000000000100000b030002023bfcf31781fe9c06cd07e9041e0a283b07240006c4a707a71434000000000000026a0100000f0000002c27130007e9041e0d0e293384b9630d0a
2025-04-30 10:14:40,S,+SACK:3384$
2025-04-30 10:14:50,D,2b5253501209fe3fbf00028102007480200309020915564a58060d1153096436c500000100210a1000000004001c000000000100000b030002023bfcf31781fe9c06cd07e9041e0a283b07240006c4a707a71434000000000000026a010000180000002c271c0007e9041e0d0e33338559320d0a
2025-04-30 10:14:51,S,+SACK:3385$
2025-04-30 10:15:00,D,2b5253501209fe3fbf00028102007480200309020915564a58060d11530964376800000100210a1000000004001c000000000100000b030002023bfcf31781fe9c06cd07e9041e0a283b07240006c4a707a71434000000000000026a010000240000002c27280007e9041e0d0f01338693170d0a
2025-04-30 10:15:00,S,+SACK:3386$
2025-04-30 10:15:02,D,2b4556540909fe7fbf006780200309020915564a58060d115309643768000000000100220a0100000b030002023bfcf31781fe9c06cd07e9041e0a283b07240006c4a707a71434000000000000026a010000240000002c27280007e9041e0d0f033387a7f60d0a
2025-04-30 10:15:02,S,+SACK:3387$
2025-04-30 10:15:10,D,2b5253501209fe3fbf00028102007480200309020915564a58060d11530964377100000100220a1000000004001c000000000100000b030002023bfcf31781fe9c06cd07e9041e0a283b07240006c4a707a71434000000000000026a0100002d0000002c27310007e9041e0d0f0b33882d6b0d0a
2025-04-30 10:15:10,S,+SACK:3388$
2025-04-30 10:15:20,D,2b5253501209fe3fbf00028102007480200309020915564a58060d1153096437a900000100220a1000000004001c000000000100000b030002023bfcf31781fe9c06cd07e9041e0a283b07240006c4a707a71434000000000000026a010000360000002c273a0007e9041e0d0f1533898c5f0d0a
2025-04-30 10:15:20,S,+SACK:3389$
2025-04-30 10:15:30,D,2b5253501209fe3fbf00028102007480200309020915564a58060d11530964372a00000100220a1000000004001c000000000100000b030002023bfcf31781fe9c06cd07e9041e0a283b07240006c4a707a71434000000000000026a010001060000002c280a0007e9041e0d0f1f338aea3f0d0a
2025-04-30 10:15:30,S,+SACK:338a$
2025-04-30 10:15:33,D,2b5253501009fe7fbf006880200309020915564a58060d1153096437db000000000100220a00010100250900b602b9fcf31897fe9bfe7707e9041e0d0f2107240006c4a707a71434000000000000026a010001090000002c280d0007e9041e0d0f22338b9a7b0d0a
2025-04-30 10:15:33,S,+SACK:338b$
2025-04-30 10:15:40,D,2b5253501209fe3fbf00028102007480200309020915564a58060d1153096437ae00000100220c1000000004001c00000000010100280600b502a6fcf318e3fe9bfc0507e9041e0d0f2707240006c4a707a71434000000010000026a0100010f0000002c28130007e9041e0d0f29338c94d80d0a
2025-04-30 10:15:40,S,+SACK:338c$
2025-04-30 10:15:50,D,2b5253501209fe3fbf00028102007480200309020915564a58060d1153096437ae00000100220c1000000004001c00000000010100250900b602e0fcf31883fe9bf92307e9041e0d0f3107240006c4a707a71434000000020000026a020001180000002c281c0007e9041e0d0f33338dbe670d0a
2025-04-30 10:15:51,S,+SACK:338d$
2025-04-30 10:16:01,D,2b5253501209fe3fbf00028102007480200309020915564a58060d11530964376e00000100220c1000000004000700000000010100250300b402effcf31869fe9bf59e07e9041e0d0f3b07240006c4a707a6d803000000030000026a030001240000002c28280007e9041e0d1001338e81c60d0a
2025-04-30 10:16:01,S,+SACK:338e$
2025-04-30 10:16:10,D,2b5253501209fe3fbf00028102007480200309020915564a58060d1153096437a600000101220c10000000040007000000000101001c0100c202f0fcf31839fe9bf24b07e9041e0d100907240006c4a707a6d803000000040000026a0400012d0000002c28310007e9041e0d100b338fde830d0a
2025-04-30 10:16:11,S,+SACK:338f$
2025-04-30 10:16:17,D,2b484244ef2280200309020915564a58060d11530907e9041e0d101233901fa30d0a
2025-04-30 10:16:17,S,+SACK:GTHBD,8020030902,3390$
2025-04-30 10:16:20,D,2b5253501209fe3fbf00028102007480200309020915564a58060d1153096437b400000101220c10000000040007000000000101001d0700e702adfcf31674fe9bef7507e9041e0d101307240006c4a707a6d803000000040000026a050001360000002c283a0007e9041e0d10153391939e0d0a
2025-04-30 10:16:21,S,+SACK:3391$
2025-04-30 10:16:31,D,2b5253501209fe3fbf00028102007480200309020915564a58060d1153096437b400000101220c1000000004000700000000010100200801000295fcf312f9fe9bee0e07e9041e0d101d07240006c4a707a6d803000000050000026a060002060000002c290a0007e9041e0d101f33928fcc0d0a
2025-04-30 10:16:31,S,+SACK:3392$
2025-04-30 10:16:40,D,2b5253501209fe3fbf00028102007480200309020915564a58060d1153096437b400000101220c1000000004000700000000010100250600fe026ffcf30f27fe9bed0b07e9041e0d102707240006c4a707a54801000000070000026a0700020f0000002c29130007e9041e0d102933938ea80d0a
2025-04-30 10:16:40,S,+SACK:3393$
2025-04-30 10:16:50,D,2b5253501209fe3fbf00028102007480200309020915564a58060d11530964376c00000101220c1000000004000700000000010100290400fe025efcf30afcfe9bebf307e9041e0d103107240006c4a707a54801000000080000026a080002180000002c291c0007e9041e0d103333946a160d0a
2025-04-30 10:16:50,S,+SACK:3394$
2025-04-30 10:17:00,D,2b5253501209fe3fbf00028102007480200309020915564a58060d11530964375b00000101220c10000000040007000000000101002a0201000254fcf306bdfe9beae507e9041e0d103b07240006c4a707a54801000000090000026b000002240000002c29280007e9041e0d110133956cd50d0a
2025-04-30 10:17:00,S,+SACK:3395$
2025-04-30 10:17:10,D,2b5253501209fe3fbf00028102007480200309020915564a58060d1153096437b200000101220c10000000040007000000000101001e0700fe0247fcf302d4fe9be9f407e9041e0d110907240006c4a707a54801000001000000026b0100022d0000002c29310007e9041e0d110b339698a20d0a
2025-04-30 10:17:10,S,+SACK:3396$
2025-04-30 10:17:20,D,2b5253501209fe3fbf00028102007480200309020915564a58060d1153096437a600000101220c10000000040007000000000101000a08010b0244fcf30175fe9be9b907e9041e0d111307240006c4a707a54801000001000000026b010002360000002c293a0007e9041e0d1115339781a20d0a
2025-04-30 10:17:20,S,+SACK:3397$
2025-04-30 10:17:30,D,2b5253501209fe3fbf00028102007480200309020915564a58060d1153096437a600000101220c10000000040007000000000101001e0800e6023ffcf2ff8bfe9be8a007e9041e0d111d07240006c4a707a54801000001010000026b020003060000002c2a0a0007e9041e0d111f339838e50d0a
2025-04-30 10:17:30,S,+SACK:3398$
2025-04-30 10:17:40,D,2b5253501209fe3fbf00028102007480200309020915564a58060d11530964373400000101220c10000000040007000000000101001607008d023efcf2fdbffe9be6c307e9041e0d112707240006c4a707a54801000001020000026b0200030f0000002c2a130007e9041e0d11293399279e0d0a
2025-04-30 10:17:40,S,+SACK:3399$
2025-04-30 10:17:50,D,2b5253501209fe3fbf00028102007480200309020915564a58060d1153096437b200000101220c1000000004000700000000010100300000a0023afcf2fff0fe9be3d307e9041e0d113107240006c4a707a54801000001030000026b040003180000002c2a1c0007e9041e0d1133339a823b0d0a
2025-04-30 10:17:50,S,+SACK:339a$
2025-04-30 10:18:00,D,2b5253501209fe3fbf00028102007480200309020915564a58060d1153096437e800000101220c10000000040007000000000101003208009e0235fcf301befe9bdeee07e9041e0d113b07240006c4a707a54801000001040000026b050003240000002c2a280007e9041e0d1201339bfe280d0a
2025-04-30 10:18:00,S,+SACK:339b$
2025-04-30 10:18:06,D,2b5253500909fe7fbf006880200309020915564a58060d1153096437e0000000000101220c00010100320400990236fcf3034afe9bdbc507e9041e0d120607240006c4a707a54801000001050000026b060003270000002c2a2b0007e9041e0d1206339cc9de0d0a
2025-04-30 10:18:06,S,+SACK:339c$
2025-04-30 10:18:10,D,2b5253501209fe3fbf00028102007480200309020915564a58060d1153096437ac00000101220c1000000004000700000000010100310200970236fcf30403fe9bda7907e9041e0d120907240006c4a707a54801000001060000026b0600032d0000002c2a310007e9041e0d120b339dfda70d0a
2025-04-30 10:18:10,S,+SACK:339d$
2025-04-30 10:18:17,D,2b484244ef2280200309020915564a58060d11530907e9041e0d1212339e13050d0a
2025-04-30 10:18:17,S,+SACK:GTHBD,8020030902,339e$
2025-04-30 10:18:20,D,2b5253501209fe3fbf00028102007480200309020915564a58060d11530964373400000101220c10000000040007000000000101001a090091023afcf30669fe9bd6cf07e9041e0d121307240006c4a707a54801000001070000026b070003360000002c2a3a0007e9041e0d1215339f8b100d0a
2025-04-30 10:18:20,S,+SACK:339f$
2025-04-30 10:18:25,D,2b4556541209fe7fbf007380200309020915564a58060d115309643790000000000101220c000a54494d454f55542d49440101001a08008c023afcf3072dfe9bd5e407e9041e0d121807240006c4a707a54801000001070000026b080004000000002c2b040007e9041e0d121933a029210d0a
2025-04-30 10:18:25,S,+SACK:33a0$
2025-04-30 10:18:30,D,2b5253501209fe3fbf00028102007480200309020915564a58060d11530964378a00000101220c100000000400070000000001010020000092023bfcf30828fe9bd4a807e9041e0d121d07240006c4a707a54802000001080000026b080004060000002c2b0a0007e9041e0d121f33a15b360d0a
2025-04-30 10:18:30,S,+SACK:33a1$
2025-04-30 10:18:36,D,2b5253500909fe7fbf006880200309020915564a58060d11530964372d000000000101220c010101000f0700ca023afcf30817fe9bd2f607e9041e0d122407240006c4a707a54802000001080000026b0900040c0000002c2b100007e9041e0d122533a297d40d0a
2025-04-30 10:18:36,S,+SACK:33a2$
2025-04-30 10:18:40,D,2b5253501209fe3fbf00028102007480200309020915564a58060d1153096437c100000101220c1000000004000700000000010100190500c1023afcf307e1fe9bd25c07e9041e0d122707240006c4a707a54802000001080000026b0900040f0000002c2b130007e9041e0d122933a361d90d0a
2025-04-30 10:18:40,S,+SACK:33a3$
2025-04-30 10:18:50,D,2b5253501209fe3fbf00028102007480200309020915564a58060d11530964377f00000101220c10000000040007000000000101002405003f023cfcf309dbfe9bd11b07e9041e0d123107240006c4a707a54802000001090000026c000004180000002c2b1c0007e9041e0d123333a48cae0d0a
2025-04-30 10:18:50,S,+SACK:33a4$
2025-04-30 10:19:01,D,2b5253501209fe3fbf00028102007480200309020915564a58060d1153096437cc00000101220c100000000400070000000001010030000083023efcf30d84fe9bcfbd07e9041e0d123b07240006c4a707a54802000002000000026c010004240000002c2b280007e9041e0d130133a559b90d0a
2025-04-30 10:19:01,S,+SACK:33a5$
2025-04-30 10:19:11,D,2b5253501209fe3fbf00028102007480200309020915564a58060d11530964378f00000101220c100000000400070000000001010026030080023efcf3113efe9bccac07e9041e0d130907240006c4a707a54802000002020000026c0200042d0000002c2b310007e9041e0d130b33a600b90d0a
2025-04-30 10:19:11,S,+SACK:33a6$
